Class,X_0,Y_0,Z_0,X_1,Y_1,Z_1,X_2,Y_2,Z_2,X_3,Y_3,Z_3,X_4,Y_4,Z_4,X_5,Y_5,Z_5,X_6,Y_6,Z_6,X_7,Y_7,Z_7,X_8,Y_8,Z_8,X_9,Y_9,Z_9,X_10,Y_10,Z_10,X_11,Y_11,Z_11,X_12,Y_12,Z_12,X_13,Y_13,Z_13,X_14,Y_14,Z_14,X_15,Y_15,Z_15,X_16,Y_16,Z_16,X_17,Y_17,Z_17,X_18,Y_18,Z_18,X_19,Y_19,Z_19,X_20,Y_20,Z_20,X_21,Y_21,Z_21,X_22,Y_22,Z_22
Hello,0.4150374233722687,0.5442224740982056,-0.6175437569618225,0.4229600131511688,0.5239254236221313,-0.5793491005897522,0.43352100253105164,0.5224568843841553,-0.5799216628074646,0.4418433904647827,0.521701455116272,-0.5799102187156677,0.39034053683280945,0.5314973592758179,-0.5772783160209656,0.3788234293460846,0.5345512628555298,-0.5778501033782959,0.3705715835094452,0.5369691848754883,-0.5784471035003662,0.46338585019111633,0.5285078287124634,-0.3556710183620453,0.36128300428390503,0.5480350255966187,-0.3423021137714386,0.44182437658309937,0.5611903667449951,-0.5292864441871643,0.3975541293621063,0.5691876411437988,-0.5281767249107361,0.5465982556343079,0.6385643482208252,-0.22439441084861755,0.31512564420700073,0.646112859249115,-0.23714099824428558,0.5935084223747253,0.8029535412788391,-0.2061087191104889,0.22451819479465485,0.7835407257080078,-0.5704484581947327,0.6185604929924011,0.9486451148986816,-0.341697633266449,0.2202158272266388,0.6305733919143677,-1.000646948814392,0.6247274279594421,0.9839757680892944,-0.3807448744773865,0.19667473435401917,0.5931326150894165,-1.1099110841751099,0.6111876964569092,0.9874102473258972,-0.43328598141670227,0.2229880541563034,0.5790764689445496,-1.0854145288467407,0.5994313359260559,0.9753271341323853,-0.3628028929233551,0.2442602515220642,0.5944463610649109,-1.0048834085464478
Hello,0.3902507424354553,0.5359463095664978,-0.45394042134284973,0.40904608368873596,0.520183801651001,-0.4089864194393158,0.41890865564346313,0.5228124856948853,-0.40937864780426025,0.42898720502853394,0.5248661041259766,-0.4095418155193329,0.3808274567127228,0.5172092914581299,-0.40658503770828247,0.3695424795150757,0.5175497531890869,-0.40735265612602234,0.36135369539260864,0.517532229423523,-0.4078074097633362,0.44846200942993164,0.5346224308013916,-0.15604354441165924,0.35071325302124023,0.527037501335144,-0.14867378771305084,0.4111853241920471,0.5589315891265869,-0.355551540851593,0.36954110860824585,0.5559327602386475,-0.3580837547779083,0.5267382264137268,0.6307016611099243,-0.05842368304729462,0.2857021689414978,0.651258111000061,0.010139823891222477,0.6744283437728882,0.7227218151092529,-0.3241792917251587,0.2548961043357849,0.8215192556381226,-0.03339727967977524,0.6348152756690979,0.5920896530151367,-0.7359113693237305,0.2642183303833008,0.9604635238647461,-0.2167855054140091,0.6026096343994141,0.5611734390258789,-0.8233938813209534,0.2635999321937561,0.9923319816589355,-0.25828686356544495,0.6014237999916077,0.5447020530700684,-0.8143675923347473,0.27327096462249756,0.997336208820343,-0.3045043647289276,0.6046140193939209,0.5568023920059204,-0.739918053150177,0.2829718291759491,0.982279896736145,-0.24086113274097443
Hello,0.40920326113700867,0.5494177341461182,-0.37562114000320435,0.4178614020347595,0.5262882709503174,-0.3267185389995575,0.42615655064582825,0.5245404243469238,-0.32718488574028015,0.43338945508003235,0.5234506130218506,-0.32714444398880005,0.38909727334976196,0.5352463126182556,-0.3270811140537262,0.37961074709892273,0.539577841758728,-0.3276197016239166,0.3726443648338318,0.542367696762085,-0.327971488237381,0.45535001158714294,0.5281952619552612,-0.07904212921857834,0.36812624335289,0.5510210990905762,-0.07528633624315262,0.4374313950538635,0.5683352947235107,-0.27964213490486145,0.39971989393234253,0.573440432548523,-0.2824919521808624,0.5718065500259399,0.6356202363967896,0.05114623159170151,0.32535505294799805,0.6551086902618408,0.03582749143242836,0.7685315608978271,0.6699377298355103,-0.1453510820865631,0.19299647212028503,0.7558627724647522,-0.1513652354478836,0.670474648475647,0.5578325986862183,-0.3936585783958435,0.23585781455039978,0.600070595741272,-0.368552565574646,0.6271926760673523,0.5362362265586853,-0.4348677694797516,0.20348647236824036,0.5637132525444031,-0.4218349754810333,0.6035295128822327,0.5366675853729248,-0.40415582060813904,0.22058352828025818,0.5542407035827637,-0.38832029700279236,0.6119450330734253,0.5511723160743713,-0.3837215006351471,0.2425369918346405,0.5670191049575806,-0.3636571168899536
Hello,0.4731796979904175,0.434156596660614,-0.6682478189468384,0.48536503314971924,0.41510289907455444,-0.6307669878005981,0.49591952562332153,0.41462692618370056,-0.6314074993133545,0.5048156380653381,0.4150492548942566,-0.6314178109169006,0.4554041922092438,0.417363703250885,-0.6262918710708618,0.4443504512310028,0.41924628615379333,-0.6268736720085144,0.43601733446121216,0.420928955078125,-0.6274198889732361,0.5162925720214844,0.4226692318916321,-0.3828466832637787,0.4241938591003418,0.4311128258705139,-0.35940274596214294,0.49361690878868103,0.45469027757644653,-0.5676397085189819,0.4558810591697693,0.4558706283569336,-0.5640568137168884,0.6038148403167725,0.5319282412528992,-0.21937289834022522,0.35675257444381714,0.5321180820465088,-0.23792585730552673,0.6545042395591736,0.6871116161346436,-0.20817001163959503,0.23029190301895142,0.6231802105903625,-0.6257136464118958,0.6933687925338745,0.8265657424926758,-0.41942283511161804,0.3027598559856415,0.48476821184158325,-1.1579827070236206,0.7106293439865112,0.8706284761428833,-0.475796103477478,0.29897576570510864,0.4383777976036072,-1.292109727859497,0.691371500492096,0.8761075735092163,-0.5377633571624756,0.3239651918411255,0.42817649245262146,-1.2619712352752686,0.6776193380355835,0.8624073266983032,-0.4461735188961029,0.336537629365921,0.44906172156333923,-1.1635338068008423
Hello,0.4435676634311676,0.5160548090934753,-0.6220576763153076,0.45883914828300476,0.49744877219200134,-0.5800045132637024,0.4690631628036499,0.49750953912734985,-0.5806969404220581,0.47851458191871643,0.49816447496414185,-0.5807245969772339,0.4248292148113251,0.499390184879303,-0.5713003277778625,0.4157256782054901,0.500450849533081,-0.57181715965271,0.40440577268600464,0.5016995668411255,-0.5723978281021118,0.49599117040634155,0.5059521198272705,-0.32279306650161743,0.39398977160453796,0.5106947422027588,-0.27879759669303894,0.4680231511592865,0.5372827649116516,-0.5198974013328552,0.42272868752479553,0.5373789072036743,-0.5105332136154175,0.576153039932251,0.6126671433448792,-0.18830855190753937,0.3292263150215149,0.6196929216384888,-0.1283210813999176,0.6232633590698242,0.7881709933280945,-0.20417985320091248,0.2565229833126068,0.7644658088684082,-0.47550147771835327,0.6340316534042358,0.9490739107131958,-0.4567679464817047,0.24910905957221985,0.6333321928977966,-1.023880958557129,0.6601347327232361,0.9897869229316711,-0.5275783538818359,0.21178703010082245,0.587543249130249,-1.15338134765625,0.6216862201690674,0.9936445355415344,-0.5841552019119263,0.2352495640516281,0.5730948448181152,-1.1479036808013916,0.600037693977356,0.9817745089530945,-0.4822297990322113,0.2586709260940552,0.588953971862793,-1.039721965789795
Hello,0.33207225799560547,0.5002627372741699,-0.42242103815078735,0.34928929805755615,0.48044976592063904,-0.3780227601528168,0.3631057143211365,0.47928982973098755,-0.37852028012275696,0.3750137388706207,0.47950202226638794,-0.37860867381095886,0.3150362968444824,0.48476463556289673,-0.37408214807510376,0.30414313077926636,0.48661479353904724,-0.3749557435512543,0.29482465982437134,0.4884060323238373,-0.37560394406318665,0.399030864238739,0.49074631929397583,-0.1260342299938202,0.2850915193557739,0.5032011270523071,-0.11144719272851944,0.36214739084243774,0.5209262371063232,-0.32281431555747986,0.31632721424102783,0.5253098607063293,-0.32345524430274963,0.5156548619270325,0.6173462867736816,0.018013600260019302,0.23796287178993225,0.6497007012367249,0.06461328268051147,0.6385394334793091,0.7952784299850464,-0.14270983636379242,0.27159541845321655,0.8004021644592285,0.19926419854164124,0.6022577285766602,0.6559984683990479,-0.5325571298599243,0.32683494687080383,0.9080525636672974,0.1398189514875412,0.5875122547149658,0.5993080139160156,-0.6141669154167175,0.34439563751220703,0.9433995485305786,0.10632161051034927,0.5729672908782959,0.5831604599952698,-0.6261839270591736,0.3476232588291168,0.9304934740066528,0.07595905661582947,0.5554237365722656,0.6085253953933716,-0.5438898205757141,0.34857016801834106,0.9144614338874817,0.1257256269454956
Hello,0.4448296129703522,0.49861210584640503,-0.6047537326812744,0.4645119607448578,0.48269742727279663,-0.5662959814071655,0.47624829411506653,0.48465996980667114,-0.5669966340065002,0.48850172758102417,0.4862935543060303,-0.5670913457870483,0.4320935904979706,0.4769366383552551,-0.5631420612335205,0.41996943950653076,0.47644680738449097,-0.5639345049858093,0.41099679470062256,0.4766494333744049,-0.5647099018096924,0.5065442323684692,0.49735063314437866,-0.3284898102283478,0.3949138820171356,0.4872555136680603,-0.3145524561405182,0.4668999910354614,0.5232668519020081,-0.5097135305404663,0.4202083349227905,0.5199410915374756,-0.5083547830581665,0.5805830359458923,0.6238628625869751,-0.15548013150691986,0.3063281774520874,0.6241283416748047,-0.19315114617347717,0.6027988195419312,0.779508113861084,0.03060370497405529,0.12812528014183044,0.7602402567863464,-0.5542297959327698,0.5570179224014282,0.8795807957649231,0.11976233124732971,0.1568404585123062,0.6135827302932739,-1.1059225797653198,0.5584789514541626,0.9140299558639526,0.1235300824046135,0.18290983140468597,0.5761401653289795,-1.2225003242492676,0.5331052541732788,0.8957979083061218,0.0808039978146553,0.21372392773628235,0.5592048168182373,-1.1925708055496216,0.5285256505012512,0.887592613697052,0.10969122499227524,0.22363236546516418,0.5821855068206787,-1.108918309211731
Hello,0.4403156042098999,0.5044765472412109,-0.6961562633514404,0.45533040165901184,0.485497385263443,-0.6455619931221008,0.46587106585502625,0.48870715498924255,-0.6462233662605286,0.4768262803554535,0.4913707673549652,-0.6463050842285156,0.42644166946411133,0.47717800736427307,-0.6578176021575928,0.4141966998577118,0.4744624197483063,-0.6586703062057495,0.4015873670578003,0.47141242027282715,-0.6593891382217407,0.48516467213630676,0.5010886192321777,-0.34502851963043213,0.3819415271282196,0.4796024262905121,-0.4052557945251465,0.4511522948741913,0.52708500623703,-0.5770975947380066,0.40823397040367126,0.5212001800537109,-0.5973448157310486,0.5537292957305908,0.6226003170013428,-0.1204862967133522,0.28093865513801575,0.6157689690589905,-0.2881617546081543,0.5916129946708679,0.7664631009101868,0.1577722281217575,0.027369558811187744,0.5942546129226685,-0.7544708251953125,0.5033583641052246,0.8233373761177063,0.3570575416088104,0.18598267436027527,0.5482890605926514,-1.3116819858551025,0.4894271790981293,0.8427790403366089,0.3791184425354004,0.2425074577331543,0.515755295753479,-1.4374786615371704,0.4765705466270447,0.8318314552307129,0.3410038352012634,0.2636152505874634,0.5102118849754333,-1.3829364776611328,0.47660744190216064,0.8257979154586792,0.3520955443382263,0.2614297568798065,0.5371659994125366,-1.3041743040084839
Hello,0.44508087635040283,0.4875729978084564,-0.8035002946853638,0.4670228660106659,0.4725216329097748,-0.7610184550285339,0.47921985387802124,0.47493332624435425,-0.7618211507797241,0.49128007888793945,0.4772152900695801,-0.7619251012802124,0.43331336975097656,0.4642053246498108,-0.7591724991798401,0.4211292564868927,0.4627154767513275,-0.7599683403968811,0.41225913166999817,0.46223172545433044,-0.7608130574226379,0.506690263748169,0.4898335337638855,-0.4858199656009674,0.39486944675445557,0.47216811776161194,-0.4781990945339203,0.4655017852783203,0.5144203901290894,-0.6928860545158386,0.41689223051071167,0.508259654045105,-0.6934449076652527,0.5752178430557251,0.614961564540863,-0.2629985809326172,0.3026687204837799,0.5994421243667603,-0.30666008591651917,0.6232896447181702,0.7666581869125366,0.002469169208779931,0.08838207274675369,0.7205855846405029,-0.7103347778320312,0.5373528003692627,0.8311918377876282,0.14292505383491516,0.17470398545265198,0.6154199242591858,-1.3695666790008545,0.5239643454551697,0.8535982966423035,0.14268308877944946,0.1629227250814438,0.5568816661834717,-1.5161198377609253,0.504831075668335,0.8429796099662781,0.10015678405761719,0.22608879208564758,0.5487270355224609,-1.4801219701766968,0.503531277179718,0.8349528312683105,0.13476485013961792,0.2529132664203644,0.5752346515655518,-1.3730844259262085
Hello,0.4162105917930603,0.48108911514282227,-0.6920160055160522,0.43572911620140076,0.4609335958957672,-0.6549016833305359,0.4493310749530792,0.4619026780128479,-0.6556276679039001,0.4601907432079315,0.46313929557800293,-0.6557270288467407,0.4022570848464966,0.4621238708496094,-0.6468623280525208,0.39238834381103516,0.4629145562648773,-0.6476951241493225,0.3814854621887207,0.46452030539512634,-0.6485674977302551,0.48335403203964233,0.47251930832862854,-0.40702560544013977,0.37488633394241333,0.4780758023262024,-0.3693963885307312,0.4420945942401886,0.5053282380104065,-0.5916118025779724,0.3992452621459961,0.5051803588867188,-0.5837293267250061,0.5790859460830688,0.6019309759140015,-0.2038934826850891,0.3173184394836426,0.6138436794281006,-0.23146089911460876,0.6241848468780518,0.7565339207649231,-0.04322389140725136,0.2382846176624298,0.7940552234649658,-0.5362029671669006,0.5530926585197449,0.8229411840438843,-0.05328766256570816,0.2727281153202057,0.7139759659767151,-1.1421517133712769,0.5420180559158325,0.8518669009208679,-0.07361385971307755,0.25463539361953735,0.6678597331047058,-1.281136155128479,0.5144422054290771,0.835288405418396,-0.1210973933339119,0.2728770077228546,0.6446915864944458,-1.275688648223877,0.5094285011291504,0.8240354657173157,-0.066940076649189,0.2990795969963074,0.6654000282287598,-1.1561890840530396
